,file_path,gender_category,emotion_label
48,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-02-02-01-11.wav,male,disgust
49,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-01-11.wav,male,disgust
50,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-01-01-02-11.wav,male,sad
51,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-02-01-02-11.wav,male,fear
52,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-02-01-01-11.wav,male,angry
53,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-01-02-01-11.wav,male,angry
54,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-01-02-02-11.wav,male,fear
55,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-02-01-02-11.wav,male,disgust
56,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-02-01-01-11.wav,male,sad
57,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-01-02-01-11.wav,male,sad
58,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-01-02-02-11.wav,male,disgust
59,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-02-02-02-11.wav,male,angry
60,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-02-02-01-11.wav,male,fear
61,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-01-01-01-11.wav,male,fear
62,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-01-01-02-11.wav,male,angry
64,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-01-02-01-11.wav,male,happy
65,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-02-01-01-11.wav,male,happy
66,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-01-02-01-11.wav,male,fear
67,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-01-02-02-11.wav,male,angry
68,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-02-01-02-11.wav,male,angry
69,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-02-01-01-11.wav,male,fear
70,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-01-01-01-11.wav,male,sad
71,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-02-11.wav,male,disgust
72,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-02-02-02-11.wav,male,disgust
73,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-02-02-01-11.wav,male,sad
74,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-02-02-01-11.wav,male,happy
75,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-01-01-01-11.wav,male,happy
77,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-02-01-02-11.wav,male,happy
78,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-01-02-02-11.wav,male,happy
80,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-01-01-01-11.wav,male,angry
81,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-01-01-02-11.wav,male,fear
82,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-02-02-02-11.wav,male,fear
83,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-02-02-01-11.wav,male,angry
84,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-01-02-01-11.wav,male,disgust
85,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-01-02-02-11.wav,male,sad
86,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-02-01-02-11.wav,male,sad
87,./Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-02-01-01-11.wav,male,disgust
88,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-03-02-01-02-18.wav,female,happy
89,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-03-01-02-02-18.wav,female,happy
91,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-06-01-01-02-18.wav,female,fear
92,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-05-01-01-01-18.wav,female,angry
93,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-05-02-02-01-18.wav,female,angry
94,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-06-02-02-02-18.wav,female,fear
95,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-04-01-02-02-18.wav,female,sad
96,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-07-01-02-01-18.wav,female,disgust
97,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-07-02-01-01-18.wav,female,disgust
98,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-04-02-01-02-18.wav,female,sad
99,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-05-01-02-02-18.wav,female,angry
100,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-06-01-02-01-18.wav,female,fear
101,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-06-02-01-01-18.wav,female,fear
102,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-05-02-01-02-18.wav,female,angry
103,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-07-01-01-02-18.wav,female,disgust
104,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-04-01-01-01-18.wav,female,sad
105,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-04-02-02-01-18.wav,female,sad
106,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-07-02-02-02-18.wav,female,disgust
107,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-03-02-02-01-18.wav,female,happy
108,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-03-01-01-01-18.wav,female,happy
110,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-04-02-01-01-18.wav,female,sad
111,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-07-02-01-02-18.wav,female,disgust
112,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-07-01-02-02-18.wav,female,disgust
113,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-04-01-02-01-18.wav,female,sad
114,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-06-02-02-01-18.wav,female,fear
115,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-05-02-02-02-18.wav,female,angry
116,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-05-01-01-02-18.wav,female,angry
117,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-06-01-01-01-18.wav,female,fear
119,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-03-01-02-01-18.wav,female,happy
120,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-03-02-01-01-18.wav,female,happy
122,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-03-01-01-02-18.wav,female,happy
123,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-03-02-02-02-18.wav,female,happy
124,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-07-02-02-01-18.wav,female,disgust
125,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-04-02-02-02-18.wav,female,sad
126,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-04-01-01-02-18.wav,female,sad
127,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-07-01-01-01-18.wav,female,disgust
128,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-05-02-01-01-18.wav,female,angry
129,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-06-02-01-02-18.wav,female,fear
130,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-06-01-02-02-18.wav,female,fear
131,./Ravdess/audio_speech_actors_01-24/Actor_18/03-01-05-01-02-01-18.wav,female,angry
132,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-02-01-02-20.wav,female,sad
133,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-02-01-01-20.wav,female,disgust
134,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-01-02-01-20.wav,female,disgust
135,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-01-02-02-20.wav,female,sad
136,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-02-02-02-20.wav,female,fear
137,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-02-02-01-20.wav,female,angry
138,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-01-01-01-20.wav,female,angry
139,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-01-01-02-20.wav,female,fear
141,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-01-02-02-20.wav,female,happy
142,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-02-01-02-20.wav,female,happy
144,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-01-01-01-20.wav,female,happy
145,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-02-02-01-20.wav,female,happy
146,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-02-02-02-20.wav,female,disgust
147,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-02-02-01-20.wav,female,sad
148,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-01-01-01-20.wav,female,sad
149,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-01-01-02-20.wav,female,disgust
150,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-02-01-02-20.wav,female,angry
151,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-02-01-01-20.wav,female,fear
152,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-01-02-01-20.wav,female,fear
153,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-01-02-02-20.wav,female,angry
154,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-02-01-01-20.wav,female,happy
155,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-01-02-01-20.wav,female,happy
157,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-01-01-01-20.wav,female,fear
158,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-01-01-02-20.wav,female,angry
159,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-02-02-02-20.wav,female,angry
160,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-02-02-01-20.wav,female,fear
161,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-01-02-01-20.wav,female,sad
162,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-01-02-02-20.wav,female,disgust
163,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-02-01-02-20.wav,female,disgust
164,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-02-01-01-20.wav,female,sad
165,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-01-02-01-20.wav,female,angry
166,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-01-02-02-20.wav,female,fear
167,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-02-01-02-20.wav,female,fear
168,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-02-01-01-20.wav,female,angry
169,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-01-01-01-20.wav,female,disgust
170,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-01-01-02-20.wav,female,sad
171,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-02-02-02-20.wav,female,sad
172,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-02-02-01-20.wav,female,disgust
173,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-02-02-02-20.wav,female,happy
174,./Ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-01-01-02-20.wav,female,happy
176,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-01-01-02-21.wav,male,fear
177,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-01-01-01-21.wav,male,angry
178,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-02-02-01-21.wav,male,angry
179,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-02-02-02-21.wav,male,fear
180,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-01-02-02-21.wav,male,sad
181,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-01-02-01-21.wav,male,disgust
182,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-02-01-01-21.wav,male,disgust
183,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-02-01-02-21.wav,male,sad
184,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-02-01-02-21.wav,male,happy
185,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-01-02-02-21.wav,male,happy
187,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-02-02-01-21.wav,male,happy
188,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-01-01-01-21.wav,male,happy
190,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-01-02-02-21.wav,male,angry
191,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-01-02-01-21.wav,male,fear
192,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-02-01-01-21.wav,male,fear
193,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-02-01-02-21.wav,male,angry
194,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-01-01-02-21.wav,male,disgust
195,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-01-01-01-21.wav,male,sad
196,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-02-02-01-21.wav,male,sad
197,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-02-02-02-21.wav,male,disgust
199,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-01-02-01-21.wav,male,happy
200,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-02-01-01-21.wav,male,happy
201,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-02-01-01-21.wav,male,sad
202,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-02-01-02-21.wav,male,disgust
203,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-01-02-02-21.wav,male,disgust
204,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-01-02-01-21.wav,male,sad
205,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-02-02-01-21.wav,male,fear
206,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-02-02-02-21.wav,male,angry
207,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-01-01-02-21.wav,male,angry
208,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-01-01-01-21.wav,male,fear
209,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-02-02-01-21.wav,male,disgust
210,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-02-02-02-21.wav,male,sad
211,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-01-01-02-21.wav,male,sad
212,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-01-01-01-21.wav,male,disgust
213,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-02-01-01-21.wav,male,angry
214,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-02-01-02-21.wav,male,fear
215,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-01-02-02-21.wav,male,fear
216,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-01-02-01-21.wav,male,angry
218,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-01-01-02-21.wav,male,happy
219,./Ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-02-02-02-21.wav,male,happy
221,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-01-02-02-19.wav,male,happy
222,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-02-01-02-19.wav,male,happy
223,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-02-01-02-19.wav,male,sad
224,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-02-01-01-19.wav,male,disgust
225,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-01-02-01-19.wav,male,disgust
226,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-01-02-02-19.wav,male,sad
227,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-02-02-02-19.wav,male,fear
228,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-02-02-01-19.wav,male,angry
229,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-01-01-01-19.wav,male,angry
230,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-01-01-02-19.wav,male,fear
231,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-02-02-02-19.wav,male,disgust
232,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-02-02-01-19.wav,male,sad
233,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-01-01-01-19.wav,male,sad
234,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-01-01-02-19.wav,male,disgust
235,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-02-01-02-19.wav,male,angry
236,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-02-01-01-19.wav,male,fear
237,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-01-02-01-19.wav,male,fear
238,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-01-02-02-19.wav,male,angry
240,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-01-01-01-19.wav,male,happy
241,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-02-02-01-19.wav,male,happy
242,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-01-01-01-19.wav,male,fear
243,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-01-01-02-19.wav,male,angry
244,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-02-02-02-19.wav,male,angry
245,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-02-02-01-19.wav,male,fear
246,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-01-02-01-19.wav,male,sad
247,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-01-02-02-19.wav,male,disgust
248,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-02-01-02-19.wav,male,disgust
249,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-02-01-01-19.wav,male,sad
250,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-02-01-01-19.wav,male,happy
251,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-01-02-01-19.wav,male,happy
253,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-02-02-02-19.wav,male,happy
254,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-01-01-02-19.wav,male,happy
256,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-01-02-01-19.wav,male,angry
257,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-01-02-02-19.wav,male,fear
258,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-02-01-02-19.wav,male,fear
259,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-02-01-01-19.wav,male,angry
260,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-01-01-01-19.wav,male,disgust
261,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-01-01-02-19.wav,male,sad
262,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-02-02-02-19.wav,male,sad
263,./Ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-02-02-01-19.wav,male,disgust
264,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-02-02-02-10.wav,female,happy
265,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-01-01-02-10.wav,female,happy
267,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-01-02-02-10.wav,female,fear
268,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-01-10.wav,female,angry
269,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-01-10.wav,female,angry
270,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-02-01-02-10.wav,female,fear
271,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-02-10.wav,female,sad
272,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-01-10.wav,female,disgust
273,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-01-10.wav,female,disgust
274,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-02-02-02-10.wav,female,sad
275,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-02-10.wav,female,angry
276,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-01-01-01-10.wav,female,fear
277,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-01-10.wav,female,fear
278,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-02-02-02-10.wav,female,angry
279,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-01-02-02-10.wav,female,disgust
280,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-01-02-01-10.wav,female,sad
281,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-02-01-01-10.wav,female,sad
282,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-02-01-02-10.wav,female,disgust
283,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-01-10.wav,female,happy
284,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-01-02-01-10.wav,female,happy
286,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-02-02-01-10.wav,female,sad
287,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-02-10.wav,female,disgust
288,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-02-10.wav,female,disgust
289,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-01-10.wav,female,sad
290,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-02-01-01-10.wav,female,fear
291,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-02-10.wav,female,angry
292,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-02-10.wav,female,angry
293,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-01-02-01-10.wav,female,fear
295,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-01-01-01-10.wav,female,happy
296,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-02-02-01-10.wav,female,happy
298,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-01-02-02-10.wav,female,happy
299,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-02-10.wav,female,happy
300,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-02-01-01-10.wav,female,disgust
301,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-02-01-02-10.wav,female,sad
302,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-01-02-02-10.wav,female,sad
303,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-01-02-01-10.wav,female,disgust
304,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-02-02-01-10.wav,female,angry
305,./Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-02-10.wav,female,fear
